sku,name,category,subcategory,description,moq,gst_rate,base_price,list_price,has_sizes,image,lead_time_days,active,sort_order,related_skus,auto_related_skus,event_tags
CSUN-0353,SOIL Photo Frame Click Tilt,Home Essentials,Home Essentials,"Brand: SOIL


- Elegant wooden finish with a minimalist and modern design
- Magnetic closure holds the photo securely—no screws or nails needed
- Perfect for showcasing your favorite memories in a stylish way
- Size: 18.5 cm (W) x 12.5 cm (H) x 2 cm (D)",25,18,285,475,FALSE,https://cdn.store.link/products/store18473/c9ce0z-csun-0353.jpg?versionId=TaLu9JLeh614RzdWuRNdVcqEJ7YHlYUU,14,TRUE,44,,,Employee Recognition & Rewards
CSUN-0307,Supersoft Fleece Blanket - White,Home Essentials,Home Essentials,"Brand: travelXOXO

- Soft, lightweight warmth that feels cozy all year round
- Versatile for home and travel
- Dimensions: 50"" x 60""",500,18,2250,3750,FALSE,https://cdn.store.link/products/store18473/cfmm72-csun-0307.png?versionId=puQleHMLW8cTudJQNTng1zZB7fej.FPB,30,TRUE,45,,,New Mom & Baby Kit
COLU-001,Columbia Men Black Fast Trek Overlay Fleece Jacket,Jackets & Hoodies,Jackets & Hoodies,"Brand: Columbia


- Soft and lightweight fleece construction provides exceptional warmth and all-day comfort.
- Full-zip front closure allows for easy layering and adjustable ventilation.
- Attached hood offers added protection against cool weather and light winds.
- Stretch binding on the hood, collar, cuffs, and hem helps seal out the elements for enhanced comfort.
- Zippered chest pocket securely stores valuables such as keys, cards, or a phone.
- Spacious hand pockets provide convenient storage for small essentials while keeping hands warm.
- Regular fit ensures unrestricted movement, making it ideal for everyday wear and outdoor activities.
- Durable construction is designed to withstand regular use while maintaining its shape and performance.
- Center back length of 28 inches (71.1 cm) provides comfortable coverage.
- Perfect for casual outings, travel, commuting, hiking, and everyday outdoor adventures",25,18,3599,4499,TRUE,https://cdn.store.link/products/store18473/jl8mci-colu-001.png?versionId=gnF3YAbRCcA5klakbwfwSWTL60zRTXc_,14,TRUE,46,,,
CSUN-3390,ET-TU Primelayer zip up jacket Men’s,Jackets & Hoodies,Jackets & Hoodies,"Brand: ET-TU

- Made from 81% recycled polyester sweater fleece, 14% polyester, and 5% spandex for comfort and durability.
- Soft brushed-back fleece interior provides warmth and a cozy feel.
- Stretch fabric offers enhanced flexibility and ease of movement.
- Full-zip front with a stand collar for added coverage and versatile styling.
- Two zippered hand pockets keep essentials secure and easily accessible.
- Zippered sleeve pocket provides convenient storage for small accessories.
- Woven fabric details add a refined, modern look.
- Open hem and cuffs ensure a comfortable, relaxed fit.
- Lightweight yet insulating design makes it ideal for everyday wear and layering.
- Suitable for work, travel, outdoor activities, and casual use.",100,18,3285,5475,TRUE,https://cdn.store.link/products/store18473/avu-h1-et-tu-men%E2%80%99s-sweater-fleece-full-zip.jpg?versionId=V.kbQPZsX16LWsv3fEAe.dGabVOB1Q3n,21,TRUE,47,,,
CSUN-3440,ET-TU Unisex Recycled No Zip Hooodie - Black,Jackets & Hoodies,Jackets & Hoodies,"Brand: ET-TU

- Made from 65% recycled cotton and 35% recycled polyester
- Designed for casual comfort and everyday versatility
- Ideal for layering or wearing on its own in any season",100,18,2280,3800,TRUE,https://cdn.store.link/products/store18473/vh-6-p-et-tu-unisex-recycled-no-zip-hooodie---black.jpg?versionId=.he4m6oW0_PwQSt4xEL8qxRKBxB5h45l,21,TRUE,48,,,Sustainability
CSUN-1538,ET-TU Unisex Recycled No Zip Hooodie - Black,Jackets & Hoodies,Jackets & Hoodies,"Brand: ET-TU

- Made from 65% recycled cotton and 35% recycled polyester
- Designed for casual comfort and everyday versatility
- Ideal for layering or wearing on its own in any season",100,18,2280,3800,TRUE,https://cdn.store.link/products/store18473/48purr-csun-1538_s.png?versionId=Y4TPY4jcPsHXUrMndZpasx50259HBTVf,21,TRUE,49,,,
JAJO-089,Jack & Jones Kornad Puffer Jacket - Black,Jackets & Hoodies,Jackets & Hoodies,"Brand : jack & Jones

- Utilizing top-tier soft padding for optimal comfort and quality
- Crafted with 100% Premium Polyester
- Comes with Diamond Cut effect & an Extra-Layer
- Composition: 100% Polyester
- Fabric: Premium Polyester
 -Diamond Cut Effect for Elegant Look
- Strong grip pullers
- Soft Padding
 -PFC Free",25,18,3600,4499,TRUE,https://cdn.store.link/products/store18473/nzuy8y-jack?versionId=YkMLl4yUjPlGtLR6_a3LOmiRTuZKsRbw,21,TRUE,50,,,
MONT-039,Monet Carlo Bonded Fleece Jacket,Jackets & Hoodies,Jackets & Hoodies,"Brand: Monte Carlo

- This clothing item is crafted from premium cotton‑blend fleece, combining street style with comfort for a cool, confident, and contemporary look.  
- The design emphasizes adventurous and refreshing aesthetics, making it suitable for modern fashion choices.  
- With a GSM of 320, the fabric offers a substantial weight that ensures durability while maintaining softness.  
- Available in black, it comes in an inclusive size range from XS to 5XL, catering to diverse fits.  
- Its thoughtful blend of resilience, style, and comfort makes it a versatile option for those seeking both fashion and practicality in everyday wear.",25,18,3199,3999,TRUE,https://cdn.store.link/products/store18473/wxxfyv-bonded%20fleece%201.png?versionId=OefqGK6n6AIAMZBpO19KLXhbvB9E9IWG,14,TRUE,51,,,
CSUN-0356,OMG Unisex Full Zipper Hoodie - Black,Jackets & Hoodies,Jackets & Hoodies,"Brand: OMG


- Made from 100% cotton, compacted, washed, and preshrunk
- Brushed interior for added warmth and comfort
- Features a full-zip closure and classic kangaroo pocket
- Ribbed cuffs and hem for a snug fit
- Rich, soft, and comfortable fabric ideal for everyday wear",100,18,1650,2750,TRUE,https://cdn.store.link/products/store18473/b6vd3w-csun-0356.jpg?versionId=eOCCiX1hFL_FrkxOPWoZrD_qN3GkwXsx,14,TRUE,52,,,Personal Milestone
CSUN-0357,OMG Unisex Full Zipper Hoodie - Black White Grey,Jackets & Hoodies,Jackets & Hoodies,"Brand: OMG

- Crafted from 100% cotton for ultimate softness and comfort.  
- Compacted, washed, and preshrunk fabric ensures a lasting fit.  
- Features a contrasting hood color for added style.  
- Full zip closure and spacious kangaroo pocket for practicality.  
- Ribbed cuffs and hem add a snug, polished touch.  
- Stylish, relaxed design ideal for everyday wear.",100,18,1650,2750,TRUE,https://cdn.store.link/products/store18473/e2zfyk-csun-0357_xs.png?versionId=d3k81qZTkHuX4fO43FhJouVN5_0hRDmG,14,TRUE,53,,,
RARE-071,Rare Rabbit Unisex Bonded Fleece Jacket,Jackets & Hoodies,Jackets & Hoodies,"Brand: Rare Rabbit


- Product: Bonded Fleece Jacket
- Colour: Black
- Type: Unisex
- Material: Bonded Blend Poly
- Sizes: XS, S, M, L, XL, XXL, 3XL, 4XL",25,18,3200,3999,TRUE,https://cdn.store.link/products/store18473/qngpjs-rare-rabbit-bonded-fleece-jacket-bleck.jpg?versionId=JxeMQkNQQpOXB2Pq0QZQkvojxls2F3zJ,21,TRUE,54,,,
CSUN-1429,Stormtech Men's Full Sleeve Jacket- Black,Jackets & Hoodies,Jackets & Hoodies,"Brand: Stormtech

- Shell made from 100% polyester pongee, 2.65 oz/yd² (USA) / 90gsm (CDN)
- Lining made from 100% polyester with a water-repellent finish
- High-performance windproof outer shell for protection
- Quilted body with ultra-soft lining for warmth
- Internal full-length stormflap for added coverage
- Elasticized cuffs and adjustable hem for a secure fit
- Zippered pockets for convenient storage
- Chin saver for added comfort and protection",500,18,5278,10556,TRUE,https://cdn.store.link/products/store18473/oijq7p-csun-1429_xs.png?versionId=hI4wayk5VVstYcq7E75EypQwq20uYhrM,60,TRUE,56,,,
CSUN-0901,SOIL Kraft Paper 2 fold Card,Kit Busters,Kit Busters,"Brand: SOIL


- Made from 300 GSM eco-sustainable Kraft paper
- High-quality screen printing for a professional finish
- Ideal for promotional marketing, customer retention, and client engagement
- Perfect for congratulating new clients or keeping in touch with long-term customers
- Fully customizable to suit your brand or business message
- Available in any custom size as per requirement
- Standard Size: Folded – 4"" x 6"", Open – 8"" x 6"" inches",25,18,75,125,FALSE,https://cdn.store.link/products/store18473/d1zch3-csun-0901.jpg?versionId=2n35ujwa5nyEJSbkpUgvXXOpfbhRhwYY,7,TRUE,57,,,Employee Recognition & Rewards
CSUN-1281,SOIL Notecard - Custom,Kit Busters,Kit Busters,"Brand: SOIL


- Fun and playful custom notecard featuring a cute cartoon cat illustration
- Cat design holding a coffee cup with the quote “Good days start with coffee and cat”
- Light aqua blue border with a large white space in the center for personalized messages
- Compact size, ideal for notes, gift tags, or small greetings
- Printed on premium paper for a smooth writing experience
- Whimsical and charming aesthetic perfect for cat lovers or casual stationery
- Can be used for personal notes, thank-you cards, or journaling
- Stackable set, neatly packaged for gifting or desk use
- Minimalist yet vibrant design that adds a touch of personality to your correspondence",25,18,75,125,FALSE,https://cdn.store.link/products/store18473/9jj4ht-csun-1281.jpg?versionId=NXcCTSeEHW5Ofo.g.ie3otbGQZf_0sa8,7,TRUE,58,,,"Employee Recognition & Rewards,New Joinee Program"
CSUN-0315,SOIL Vinyl Sticker,Kit Busters,Kit Busters,"Brand: SOIL


- Made from durable non-tearable vinyl material
- Full-color digital printing ensures vibrant, eye-catching visuals
- Die-cut shape adds a professional and custom look
- Perfect for logos, advertisements, and promotional artwork
- Weatherproof design makes them suitable for both indoor and outdoor use
- Long-lasting stickers that maintain quality over time
- Ideal for events, giveaways, product packaging, and brand promotion",25,18,60,100,FALSE,https://cdn.store.link/products/store18473/3ser57-csun-0315.jpg?versionId=4N3gSbGrTpN_D7IE_6okx1gJ0A1UPGDx,7,TRUE,59,,,New Joinee Program
CSUN-0123,SOIL ECO Cover Journal,Notebooks,Notebooks,"Brand: SOIL

- Kraft hardcover journal ideal for everyday note-taking
- Durable Kraft cover with a natural, minimalist look and feel
- Contains 240 pages of graph paper
- Includes a ribbon page marker for easy navigation
- Comes with an elastic band for secure closure
- Features an inside back pocket for storing loose notes or cards
- Available in ruled, unruled, and grid paper options
- Paper complies with sustainable paper policy standards
- Size: 5.5"" x 8.5""
- Compatible with pens and markers for a smooth writing experience",25,18,600,1000,FALSE,https://cdn.store.link/products/store18473/wv-8d2-csun-0123.jpg?versionId=Z40MHGPgUP6fjVYRXZlhip1Pkz.J6IYo,14,TRUE,60,,,Sustainability
CSUN-1556,SOIL Eco Cashier Notebook - Kraft,Notebooks,Notebooks,"Brand: SOIL

- Rounded A5 notebook with a classic 2mm cardboard cover for daily use
- Durable hardcover construction ensures long-lasting performance
- Secure inner-page lock-line prevents peeling and improves reading comfort
- Designed to lay flat at 180° for smooth, easy writing
- Prevents page detachment for a better writing experience
- Contains 98 Pages",25,18,345,575,FALSE,https://cdn.store.link/products/store18473/txk3ga-csun-1556.jpg?versionId=O.vCuRCg0w.rGsKUAsSOz4Xv57F.LGIJ,14,TRUE,61,,,"New Joinee Program,Sustainability"
CSUN-0702,SOIL Eco Hard Cover Spiral Notebook - I - Black,Notebooks,Notebooks,"Brand: SOIL

- Pages can be torn out effortlessly due to the spiral binding
- Hardcover spiral notebooks ideal for business, conferences, travel, journaling, and note-taking
- Inner pages made of 120g thick, high-quality paper
- Notebook size: 8.5"" × 5.5""
- Made in India",25,18,375,625,FALSE,https://cdn.store.link/products/store18473/giixg2-csun-0702.jpg?versionId=DTFbPRB1k14Tp.RYJCYDWK2ejk1A9nH2,14,TRUE,62,,,New Joinee Program
CSUN-1311,SOIL Eco Single Meeting Notebook - Blue,Notebooks,Notebooks,"Band: SOIL


- Product: Eco-Friendly Lined Stitched Notebook
- Size: A5 (8.5"" x 5.5"")
- Pages: 48
- Binding: Red stitched seam binding
- Material: Made from 100% recycled paper
- Ideal for writing, drawing, and painting
- Sustainable and environmentally friendly
- Lightweight and compact – perfect for everyday use
- Made in India
- A conscious choice for eco-aware individuals and creatives",25,18,165,275,FALSE,https://cdn.store.link/products/store18473/8iy9fq-csun-1311.jpg?versionId=FDvaqofSUR8C0clS5wNgZJMEM1Ge4YhE,14,TRUE,63,,,New Joinee Program
CSUN-0277,SOIL Softcover Journal - Black,Notebooks,Notebooks,"- Brand: SOIL

- This notebook features ribbon page markers for easy navigation and efficient organization.
-  An elastic band keeps the journal securely closed during travel, protecting your notes.
-  Its practical design combines functionality and portability, making it an ideal companion for note-taking, or on-the-go use.",25,18,600,1000,FALSE,https://cdn.store.link/products/store21857/ltaq8k-csun-0277.png?versionId=7hC5kdqo4aXcawe6njtgWb6EzfZotNm9,14,TRUE,64,,,New Joinee Program
CSUN-3414,Soil Soft Cover Journal,Notebooks,Notebooks,"Brand: SOIL


- Soft cover journal designed for comfortable everyday note-taking, planning, and journaling.
- Flexible cover construction offers a lightweight and portable writing solution.
- Contains 178 pages of graph paper for organized writing, sketching, and note-taking.
- Also available with ruled and unruled paper options to suit different writing preferences.
- High-quality paper provides a smooth writing experience with various pens and markers.
- Compact size makes it convenient to carry in backpacks, briefcases, and work bags.
- Ideal for meetings, study sessions, office use, journaling, and personal organization.
- Durable binding helps keep pages secure during regular use.
- Designed for professionals, students, and everyday users seeking a practical writing companion.
- Size: 5.25"" x 8.25"" inches.",25,18,262,525,FALSE,https://cdn.store.link/products/store18473/yp3alx-csun-3414.png?versionId=wqTAjy4.cGM5VSSYTIlJb5GHfhBCd9f3,7,TRUE,65,,,New Joinee Program
URBAN-210,Urban Gear Capri R-Pet Premium Notebook - Grey,Notebooks,Notebooks,"Brand : Urban Gear


- CAPRI RPET
-  UG-ON74
-  Premium Notebook
* 14.5 x 21 
-  RPET Fabric
-  Hard Bound
-  A5 Size
-  Magnetic Closure
-  96 Sheets
-  192 Pages
-  80gsm
-  Box Optional
-  Available in Grey and Black
-  Includes Malaga Premium Eco Metal Pen
-  Inside pages:
-  12 Planner Pages
-  175 Ruled Pages
  -  5 Grid Pages
  - 10 Plain Pages",25,18,319,399,FALSE,https://cdn.store.link/products/store18473/cu6l0r-ug-capri-rpet-a.jpg?versionId=fUBSGwIWBkmPO.IIkzw09MeICnKZA6Ub,21,TRUE,66,,,Personal Milestone
CSUN-3512,Certificate frame,Office Essentials,Office Essentials,"Brand: Generic


- Classic horizontal certificate frame with rich dark brown wood tones and natural grain details for a timeless, elegant look.
- Features a deep bevel-moulded border that adds depth and enhances the professional presentation of displayed documents.
- Includes a clean white mat that beautifully frames certificates, diplomas, awards, or photographs for added visual appeal.
- Crafted from sturdy wood with a polished satin finish for durability and a refined appearance.
- Designed to securely display standard-sized certificates while complementing office, home, or institutional décor.
- Ideal for showcasing diplomas, achievement certificates, corporate awards, professional licenses, and cherished photographs.
- A sophisticated display piece that preserves and highlights important accomplishments and memorable moments.",25,18,1500,2500,FALSE,https://cdn.store.link/products/store18473/ea2otf-csun-3512.png?versionId=NGEU.cln4tfB3lRF1z0MBbuIKIBC86cn,7,TRUE,67,,,Employee Recognition & Rewards
CSUN-1282,Certificates,Office Essentials,Office Essentials,"Brand : Generic


- Professionally designed certificate notecard for your brand
- Ideal for achievements, awards, or acknowledgments
- Includes space for recipient’s name, accomplishment description, and signatures
- Embellished with a golden badge and blue ribbon graphic for a formal touch
- Clean layout with modern fonts for readability
- Can be personalized with custom names, text, or roles",25,18,105,175,FALSE,https://cdn.store.link/products/store18473/f2m457-csun-1282.jpg?versionId=uieYXHEbP19YqasAGBg0mXx0Y_UJ3mer,7,TRUE,68,,,Employee Recognition & Rewards
CSUN-3527,Custom Full Color Lanyard,Office Essentials,Office Essentials,"Brand: Generic

- Full-colour logos repeated along both sides of the lanyard for enhanced branding
- Comes with a durable metal dog hook for secure attachment of ID cards, badges, or keys
- Ideal for use in organizations, schools, conferences, malls, hospitals, and shops
- Made for daily wear, offering comfort, visibility, and durability
- Lanyard Size: 495.3mm (Length) x 20mm (Width)
- A reliable choice for professional, educational, and retail settings",25,18,75,125,FALSE,https://cdn.store.link/products/store18473/vxrv3h-csun-3527.png?versionId=8Dbjt3beHQum23GE_hlvyYoVDsVcJ6k0,7,TRUE,69,,,New Joinee Program
CSUN-0306,Custom Full Color Lanyard - Black,Office Essentials,Office Essentials,"- Logos are repeated along the full length on both sides for maximum visibility
- Equipped with a black plastic safety-break for secure and safe wear
- Durable and comfortable for everyday use
- Lanyard size: 495.3 mm (Length) x 20 mm (Width)
- Perfect for ID cards, badges, or key attachments",25,18,66,110,FALSE,https://cdn.store.link/products/store18473/0ukk6g-csun-0306.jpg?versionId=8IAslgnM6bhlZ6luZPRRtO7At2dZylCx,7,TRUE,70,,,New Joinee Program
CSUN-3417,Custom Full Color Lanyard - Black,Office Essentials,Office Essentials,"- Logos are repeated along the full length on both sides for maximum visibility
- Equipped with a black plastic safety-break for secure and safe wear
- Durable and comfortable for everyday use
- Lanyard size: 495.3 mm (Length) x 20 mm (Width)
- Perfect for ID cards, badges, or key attachments",25,18,66,110,FALSE,https://cdn.store.link/products/store18473/p55pgh-csun-3417.png?versionId=nTHI1iNOqNNEA.TTWWmoeCLn3LoW59_C,7,TRUE,71,,,New Joinee Program
CSUN-3584,Custom Full Color Lanyard - Black,Office Essentials,Office Essentials,"- Logos are repeated along the full length on both sides for maximum visibility
- Equipped with a black plastic safety-break for secure and safe wear
- Durable and comfortable for everyday use
- Lanyard size: 495.3 mm (Length) x 20 mm (Width)
- Perfect for ID cards, badges, or key attachments",25,18,66,110,FALSE,https://cdn.store.link/products/store18473/7lgfr3-csun-3584.png?versionId=wTdSjDUq99DSwz1Po3GtwWZg09uLIhPs,7,TRUE,72,,,New Joinee Program
CSUN-0314,Flag With Wooden Base,Office Essentials,Office Essentials,"- Elegant table flag with a sturdy wooden base for stable placement
- Ideal for desks, reception counters, and official events
- Flag made from premium fabric with smooth finish and crisp color
- Wooden base and pole offer a classic and professional appearance
- Compact and lightweight, easy to move and display
- A great addition to office decor or conference tables",25,18,900,1500,FALSE,https://cdn.store.link/products/store18473/wf62qd-csun-0314.jpg?versionId=i.jaYDK3_yuV78dSGM4JXm6xIidtm68X,14,TRUE,73,,,
CSUN-0905,SOIL Canvas Pencil Case,Office Essentials,Office Essentials,"Brand: SOIL

- Easily arranges pens, pencils, and other office supplies
- Space-saving design fits into pull-out drawers and desk trays
- Ideal for storing desktop stationery like markers, rulers, erasers, clips, scissors, and letter openers
- Also suitable for organizing makeup brushes, nail polishes, lipsticks, and small personal items
- Keeps your workspace or vanity neat and clutter-free",25,18,195,325,FALSE,https://cdn.store.link/products/store18473/ek4maj-csun-0905.jpg?versionId=pFa3.oMVxFK7Ga6A6JuwAYi8F7NZ4rzR,14,TRUE,74,,,
CSUN-0345,SOIL Wooden Desk Caddy,Office Essentials,Office Essentials,"Brand: SOIL

- Wooden desk organizer with designated sections for essentials.  
- Includes a drinkware holder and a phone or tablet stand.  
- Features a compartment for post-its or mini notepads.  
- Mid-section provides space for additional items.  
- Perfect for decluttering and keeping your desk tidy.",25,18,1650,2750,FALSE,https://cdn.store.link/products/store18473/y1tci9-csun-0345.png?versionId=NTH9D.9ZT50_F7bqrApiBeQHW89coW2J,14,TRUE,75,,,
CSUN-0344,SOIL Wooden Phone Stand,Office Essentials,Office Essentials,"Brand: SOIL

- Versatile wooden stand for vertical and horizontal device placement.  
- Optimized for smartphone viewing.  
- Sleek and modern design enhances any workspace.  
- Keeps devices steady and easily accessible.  
- A stylish and functional desk accessory.",25,18,345,575,FALSE,https://cdn.store.link/products/store18473/3jwjrt-csun-0344.png?versionId=TkrXDWUiPtxD8W.lOWz.qJZ4n_fYwAXs,14,TRUE,76,,,"New Joinee Program,Sustainability"
CSUN-1610,SOIL Wooden Wire Manager,Office Essentials,Office Essentials,"Brand: SOIL

- Practical wooden wire manager for cable organization.  
- Easily attachable to any flat surface for convenience.  
- Prevents tangling and clutter, keeping wires neatly in place.  
- Sleek wooden design adds elegance to your workspace.  
- Provides a tidy and efficient cable management solution.",25,18,345,575,FALSE,https://cdn.store.link/products/store18473/abera4-csun-0149.png?versionId=gN3z1URsvCHFMzv.z6E80_zrSN8fdEN8,14,TRUE,77,,,
CSUN-3568,Silicone Mouse Pad - Rectangular,Office Essentials,Office Essentials,"Brand: Generic


- Customised rubber mouse pads designed for user comfort during browsing
- Provides enhanced grip and friction for smooth, unrestricted mouse movement
- Can be tailored to specific design preferences and branding needs
- Durable and functional, suitable for daily computer activities
- Product Dimensions (L x W): 23.5 x 19 cm",25,18,165,275,FALSE,https://cdn.store.link/products/store18473/p6pso8-csun-3568.png?versionId=mVasVUB7FdYBFg6sLD8ZA6IvzGaYnCRR,14,TRUE,78,,,New Joinee Program
CSUN-0875,Silicone Mousepad - Round,Office Essentials,Office Essentials,"Brand: Generic


- Custom-Designed Mouse Pad – Uniquely printed with vibrant, high-quality artwork to add personality to your desk
- Smooth Surface for Precision – Allows quick mouse movement and accurate cursor positioning
- Multipurpose Use – Ideal for laptops, desktops, and PCs at home or the office
- Durable Construction – 3mm thick with stitched edges to prevent fraying
- Size: 7.9"" x 7.9"" x 0.12"" (200mm x 200mm x 3mm)",25,18,195,325,FALSE,https://cdn.store.link/products/store18473/483687-csun-0875.jpg?versionId=vqM5ejzYliJAa5WlMe4dZzeBZRqa2pmm,14,TRUE,79,,,
SATR-003,Wooden Plaques,Office Essentials,Office Essentials,"Brand: Generic


- Premium wooden plaque designed to commemorate achievements, milestones, and special recognitions with elegance and prestige.
- Crafted with a durable wooden frame and a refined finish for a classic and sophisticated appearance.
- Features a high-quality printed metal plate with detailed artwork and text presentation.
- Ideal for awards, appreciation ceremonies, corporate recognitions, military commemorations, and souvenir presentations.
- Decorative gold-toned inner design enhances the premium and ceremonial appeal of the plaque.
- Compact 6” x 8” size makes it suitable for desk display, wall mounting, or showcase presentation.
- Strong and sturdy construction ensures long-lasting durability and display quality.
- Perfect for gifting, institutional honors, and commemorative events.
- Elegant design adds a professional and prestigious touch to any office, home, or display space.",25,18,600,1200,FALSE,https://cdn.store.link/products/store18473/64aaa8-satr-003.png?versionId=Hvylr.xCpsXCGfz3mp8iw0i__9wfaQi2,14,TRUE,80,,,Employee Recognition & Rewards
ZKMPL-001,Agent Socks,Outerwear,Outerwear,"Brand: Generic


- Crew socks featuring an all-over pattern of tech and AI-themed icons in light blue
- Design includes chat bubbles, smiley faces, robots, gears, clouds, lightning bolts, and other digital motifs
- Contrasting sky-blue detailing on the toe, heel, and cuff for a bold accent
- All-over icon placement ensures the design is visible from the front, sides, and back
- Made from a soft, comfortable knit blend suitable for everyday wear
- Ribbed cuff provides a secure and comfortable fit
- Unisex, one-size-fits-most design
- Fun, tech-inspired style ideal for developers, tech enthusiasts, and branded merchandise
- Suitable for casual wear, gifting, or inclusion in themed product bundles
- Pairs well with other Agent-branded merchandise for a coordinated look",100,18,435,725,FALSE,https://cdn.store.link/products/store18473/a7b64h-zkmpl-001.png?versionId=IFjISluJbggcvvOgURNLjRDXGeOKnibI,30,TRUE,81,,,New Mom & Baby Kit
Bib  Gucci,Bib  Gucci,Outerwear,Outerwear,"Brand: Generic


- Classic contoured design provides coverage across the chest area to help protect clothing from drool and food spills.
- Features an adjustable neck closure for easy wearing and removal.
- Made from soft, absorbent, and gentle fabric suitable for delicate infant skin.
- Smooth front surface provides a suitable area for custom logo printing, embroidery, or personalized graphics.
- Ideal for infant mealtimes, daily baby care, and on-the-go use.
- Suitable for baby showers, employee gifting, corporate giveaways, and branded infant merchandise.",50,18,315,525,FALSE,,21,TRUE,82,,,New Mom & Baby Kit
Infant Bodysuit - Set of 1,Infant Bodysuit - Set of 1,Outerwear,Outerwear,"Brand: OMG


- Infant bodysuit crafted from 4.5 oz., 100% combed ringspun cotton fine jersey
- Soft, breathable fabric designed for delicate skin
- Reinforced three-snap bottom closure for easy diaper changes
- Double-needle stitched ribbed binding for enhanced durability
- Flatlock-stitched seams provide added comfort and reduce irritation
- White bodysuit sewn with 100% cotton thread
- Designed for long-lasting wear and everyday comfort
- Ideal for daily use, layering, or gifting",50,18,660,1100,FALSE,https://cdn.store.link/products/store18473/n4on3x-infant%20bodysuit1%20-%20set%20of%201.png?versionId=RtP9VE5MjpzW06HUaB.8_G7c59NQEgMc,21,TRUE,83,,,New Mom & Baby Kit
CSUN-1485,Crinkle Paper - Brown,Packaging & Others,Packaging & Others,"- Lightweight, shredded packaging material with a distinctive zigzag texture
- Ideal for cushioning, protecting, and presenting items in various packaging
- Commonly used in gift boxes, hampers, and retail product displays
- Adds a decorative and professional touch to packaging presentations
- Helps prevent damage by securely holding items in place during transit
- Made from recyclable materials, supporting eco-friendly practices
- Enhances the unboxing experience with minimal cleanup and attractive appeal
- Suitable for both personal and commercial use across various industries",50,18,45,75,FALSE,https://cdn.store.link/products/store18473/8oq8cw-csun-1485.jpg?versionId=.UfENqpu3Ynq50FjUMVZqAsTP8RY7rGD,30,TRUE,84,,,Sustainability
CSUN-1490,Crinkle Paper - Full White,Packaging & Others,Packaging & Others,"- Lightweight, shredded packaging material with a distinctive zigzag texture
- Ideal for cushioning, protecting, and presenting items in various packaging
- Commonly used in gift boxes, hampers, and retail product displays
- Adds a decorative and professional touch to packaging presentations
- Helps prevent damage by securely holding items in place during transit
- Made from recyclable materials, supporting eco-friendly practices
- Enhances the unboxing experience with minimal cleanup and attractive appeal
- Suitable for both personal and commercial use across various industries",50,18,30,50,FALSE,https://cdn.store.link/products/store18473/chhpv3-csun-1490.jpg?versionId=0XN8chG9z0uG66nZZ6zWJf4_Zszp83MJ,30,TRUE,85,,,
CSUN-1488,Crinkle Paper - Green,Packaging & Others,Packaging & Others,"- Lightweight, shredded packaging material with a distinctive zigzag texture
- Ideal for cushioning, protecting, and presenting items in various packaging
- Commonly used in gift boxes, hampers, and retail product displays
- Adds a decorative and professional touch to packaging presentations
- Helps prevent damage by securely holding items in place during transit
- Made from recyclable materials, supporting eco-friendly practices
- Enhances the unboxing experience with minimal cleanup and attractive appeal
- Suitable for both personal and commercial use across various industries",50,18,45,75,FALSE,https://cdn.store.link/products/store18473/s-ce9t-csun-1488.jpg?versionId=wHPMIGRss69CCtnhULdqPZOOCF_jzRmZ,30,TRUE,86,,,
CSUN-1484,Crinkle Paper - Light Blue,Packaging & Others,Packaging & Others,"- Lightweight, shredded packaging material with a distinctive zigzag texture
- Ideal for cushioning, protecting, and presenting items in various packaging
- Commonly used in gift boxes, hampers, and retail product displays
- Adds a decorative and professional touch to packaging presentations
- Helps prevent damage by securely holding items in place during transit
- Made from recyclable materials, supporting eco-friendly practices
- Enhances the unboxing experience with minimal cleanup and attractive appeal
- Suitable for both personal and commercial use across various industries",50,18,45,75,FALSE,https://cdn.store.link/products/store18473/9nmi66-csun-1484.jpg?versionId=lu2Wl0wWhoNcTLwyDWxhY.tunCKqgn..,30,TRUE,87,,,New Joinee Program
CSUN-1487,Crinkle Paper - Yellow,Packaging & Others,Packaging & Others,"- Lightweight, shredded packaging material with a distinctive zigzag texture
- Ideal for cushioning, protecting, and presenting items in various packaging
- Commonly used in gift boxes, hampers, and retail product displays
- Adds a decorative and professional touch to packaging presentations
- Helps prevent damage by securely holding items in place during transit
- Made from recyclable materials, supporting eco-friendly practices
- Enhances the unboxing experience with minimal cleanup and attractive appeal
- Suitable for both personal and commercial use across various industries",50,18,45,75,FALSE,https://cdn.store.link/products/store18473/jg6rkx-csun-1487.jpg?versionId=I.QfEwp5lyVoDl85kxMxuUjWLxvdLm4I,30,TRUE,88,,,New Joinee Program
CSUN-1482,Crinkle paper- Red,Packaging & Others,Packaging & Others,"- Lightweight, shredded packaging material with a distinctive zigzag texture
- Ideal for cushioning, protecting, and presenting items in various packaging
- Commonly used in gift boxes, hampers, and retail product displays
- Adds a decorative and professional touch to packaging presentations
- Helps prevent damage by securely holding items in place during transit
- Made from recyclable materials, supporting eco-friendly practices
- Enhances the unboxing experience with minimal cleanup and attractive appeal
- Suitable for both personal and commercial use across various industries",50,18,45,75,FALSE,https://cdn.store.link/products/store18473/afvlf7-csun-1482%2811%29.jpg?versionId=B1bQGS2xWvDKWN9RD0g2PWOR7TKxSlK9,30,TRUE,89,,,Sustainability
